ID,Name,Type,Level,Rarity,Auto Tier,Base Power,Balanced Attack,Balanced Defense,Auto Value,Auto Weight,Durability,Max Durability,Damage Type,Armor Type,Special Effect,Description,Power Score
568,Chain Vest,Armor,9,Common,Tier 1,1,0,8,45,2.7,86,103,,Heavy,Health Regen +10,Found in ancient ruins,8
569,Celestial Cuirass,Armor,21,Uncommon,Tier 3,2.2,0,20,840,6.7,157,220,,Heavy,Ice Resist 50%,Holds mysterious power,23
570,Shadow Halberd of the Defender,Weapon,13,Rare,Tier 2,1.5,20,0,585,4.3,253,297,Slashing,,+5 Ice Damage,Never dulls,27
571,Arcane Longbow,Weapon,29,Common,Tier 3,2.2,22,0,580,6.2,190,209,Bludgeoning,,+25 Health on Kill,Masterwork quality,22
572,Steel Stiletto of Speed,Weapon,43,Epic,Tier 5,4,64,0,32250,13.9,450,509,Slashing,,,Blessed by the gods,102.4
573,Obsidian Dagger of Lightning,Weapon,28,Uncommon,Tier 3,2.2,25,0,1120,6.6,271,287,Slashing,,Banishes Undead,Fitted for comfort,28.8
574,Arcane Vest,Armor,21,Common,Tier 3,2.2,0,18,420,6.2,115,178,,Heavy,Fire Resist 50%,Forged by skilled hands,18
575,Toxic Trident,Weapon,26,Common,Tier 3,2.2,22,0,520,5.9,133,194,Bludgeoning,,Stun Chance 10%,Legendary artifact of power,22
576,Dragon Scale Mail,Armor,39,Common,Tier 4,3,0,24,1560,9.1,193,277,,Heavy,Magic Resist 10%,Decorated with jewels,24
577,Oblivion,Weapon,43,Legendary,Tier 5,4,80,0,80625,16.3,421,677,Piercing,,Banishes Undead,Surprisingly sturdy,160
578,Crystal Lance of the Defender,Weapon,36,Common,Tier 4,3,30,0,1440,8.1,211,258,Bludgeoning,,+15 Ice Damage,Bears a royal crest,30
579,Adamant Warhammer,Weapon,36,Common,Tier 4,3,30,0,1440,8.1,206,230,Piercing,,Critical +10%,Recovered from a great battle,30
580,Thunder Crossbow,Weapon,27,Uncommon,Tier 3,2.2,25,0,1080,6.5,245,270,Bludgeoning,,+10 Ice Damage,Never dulls,28.8
581,Obsidian Bracers of the Protector,Armor,17,Uncommon,Tier 2,1.5,0,14,340,4.9,149,202,,Heavy,Health Regen +5,Never dulls,16.1
582,Chain Helm of Endurance,Armor,30,Rare,Tier 3,2.2,0,24,2700,8.4,339,342,,Heavy,,Recovered from a great battle,32.4
583,Elven Shortbow,Weapon,24,Uncommon,Tier 3,2.2,25,0,960,6.2,216,225,Bludgeoning,,+10 Poison Damage,Forged in dragon fire,28.8
584,Dark Battleaxe,Weapon,4,Common,Tier 1,1,10,0,20,1.9,64,96,Slashing,,Knockback,Recently reforged,10
585,Flame War Axe,Weapon,14,Common,Tier 2,1.5,15,0,140,3.7,134,161,Bludgeoning,,Attack Speed +10%,Marked with runes,15
586,Enchanted Crossbow of the Slayer,Weapon,47,Epic,Tier 5,4,64,0,35250,14.3,518,538,Slashing,,,Perfectly balanced,102.4
587,Frost Scepter of Valor,Weapon,10,Common,Tier 1,1,10,0,50,2.5,104,132,Bludgeoning,,Lifesteal 10%,Masterwork quality,10
588,Celestial Cap,Armor,9,Uncommon,Tier 1,1,0,9,90,3,103,168,,Medium,Magic Resist 15%,Glows with inner light,10.4
589,Celestial Cap,Armor,18,Rare,Tier 2,1.5,0,16,810,5.4,177,256,,Medium,Immune to Stun,Found in ancient ruins,21.6
590,Crystal Mace,Weapon,21,Rare,Tier 3,2.2,30,0,1890,6.6,253,275,Piercing,,Knockback,Forged in dragon fire,40.5
591,Steel Rapier,Weapon,25,Rare,Tier 3,2.2,30,0,2250,7,221,278,Slashing,,+50 Mana on Kill,Crafted by master artisans,40.5
592,Orcish Shoulders of Iron Will,Armor,5,Uncommon,Tier 1,1,0,9,50,2.7,144,173,,Light,Magic Resist 10%,Blessed by the gods,10.4
593,Thunder Stiletto,Weapon,25,Rare,Tier 3,2.2,30,0,2250,7,237,306,Piercing,,,Crafted with care,40.5
594,Dragon Scale Circlet,Armor,21,Uncommon,Tier 3,2.2,0,20,840,6.7,183,206,,Medium,Ice Resist 10%,Fitted for comfort,23
595,Iron Tunic,Armor,17,Uncommon,Tier 2,1.5,0,14,340,4.9,184,226,,Light,Mana Regen +10,Whispers of ancient magic,16.1
596,Studded Gloves,Armor,40,Uncommon,Tier 4,3,0,28,3200,10.2,263,311,,Light,,Decorated with jewels,32.2
597,Toxic Scepter,Weapon,33,Common,Tier 4,3,30,0,1320,7.8,246,250,Bludgeoning,,Cannot be Blocked,Forged by skilled hands,30
598,Dragon Scale Helmet,Armor,33,Common,Tier 4,3,0,24,1320,8.6,248,248,,Medium,Thorns Damage,Crafted by master artisans,24
599,Obsidian Dagger,Weapon,12,Common,Tier 2,1.5,15,0,120,3.5,88,121,Piercing,,Knockback,Recovered from a great battle,15
600,Light Sabatons of Warding,Armor,14,Uncommon,Tier 2,1.5,0,14,280,4.6,130,206,,Heavy,Block Chance +10%,Decorated with jewels,16.1
601,Adamant War Axe,Weapon,17,Rare,Tier 2,1.5,20,0,765,4.7,244,335,Bludgeoning,,Bleed Damage,A reliable piece of equipment,27
602,Light Hatchet,Weapon,44,Common,Tier 5,4,40,0,3300,10.4,175,270,Bludgeoning,,+10 Fire Damage,Never dulls,40
603,Celestial Battleaxe,Weapon,20,Common,Tier 2,1.5,15,0,200,4.3,122,168,Bludgeoning,,+5 Poison Damage,Worn by many warriors,15
604,Dragon Shortsword,Weapon,21,Common,Tier 3,2.2,22,0,420,5.4,134,196,Bludgeoning,,+15 Fire Damage,Resistant to corrosion,22
605,Crystal Longbow,Weapon,41,Rare,Tier 5,4,54,0,13838,12.2,360,419,Piercing,,Lifesteal 5%,One of a kind,72.9
606,Holy Tower Shield,Armor,17,Uncommon,Tier 2,1.5,0,14,340,4.9,196,220,,Heavy,Lightning Resist 10%,Marked with runes,16.1
607,Studded Helmet,Armor,15,Common,Tier 2,1.5,0,12,150,4.2,115,171,,Light,Block Chance +10%,Simple but effective,12
608,Rusty Scimitar of Balance,Weapon,27,Uncommon,Tier 3,2.2,25,0,1080,6.5,178,243,Bludgeoning,,Double Strike 5%,Forged by skilled hands,28.8
609,Enchanted Shortbow,Weapon,29,Rare,Tier 3,2.2,30,0,2610,7.4,285,300,Piercing,,Lifesteal 5%,A reliable piece of equipment,40.5
610,Crystal Hatchet,Weapon,18,Rare,Tier 2,1.5,20,0,810,4.8,158,242,Slashing,,+20 Ice Damage,Resistant to corrosion,27
611,Obsidian Chestplate,Armor,43,Uncommon,Tier 5,4,0,37,6450,12.7,270,321,,Light,Ice Resist 50%,Bears a royal crest,42.6
612,Demon Cleaver,Weapon,11,Common,Tier 2,1.5,15,0,110,3.4,152,152,Slashing,,,Worn by many warriors,15
613,Shadow Dirk of Chaos,Weapon,15,Common,Tier 2,1.5,15,0,150,3.8,121,166,Slashing,,,Crafted with care,15
614,Arcane Crown,Armor,39,Common,Tier 4,3,0,24,1560,9.1,166,274,,Medium,Block Chance +15%,Battle-tested and true,24
615,Scale Cap of the Defender,Armor,25,Common,Tier 3,2.2,0,18,500,6.5,151,206,,Medium,+25 Mana,Simple but effective,18
616,Godslayer,Weapon,50,Legendary,Tier 5,4,80,0,93750,17,652,707,Bludgeoning,,Extra Damage vs Demons,Glows with inner light,160
617,Iron Morning Star of Glory,Weapon,40,Rare,Tier 4,3,41,0,7200,10.2,255,368,Piercing,,Banishes Undead,Crafted by master artisans,55.4
618,Rusty Cleaver of the Warrior,Weapon,32,Rare,Tier 4,3,41,0,5760,9.4,278,369,Slashing,,,Recovered from a great battle,55.4
619,Mythril Katana of Order,Weapon,24,Epic,Tier 3,2.2,35,0,4800,7.7,401,439,Piercing,,Critical +10%,Never dulls,56
620,Rusty Knife,Weapon,45,Common,Tier 5,4,40,0,3375,10.5,289,311,Piercing,,Banishes Undead,Whispers of ancient magic,40
621,Ancient Cap,Armor,28,Common,Tier 3,2.2,0,18,560,6.7,133,192,,Medium,Lightning Resist 10%,Marked with runes,18
622,Holy Club,Weapon,17,Common,Tier 2,1.5,15,0,170,4,137,138,Bludgeoning,,+15 Fire Damage,Bears a royal crest,15
623,Crystal Greatsword,Weapon,35,Rare,Tier 4,3,41,0,6300,9.7,339,358,Piercing,,Extra Damage vs Demons,Forged by skilled hands,55.4
624,Ethereal Warhammer,Weapon,37,Common,Tier 4,3,30,0,1480,8.2,210,243,Bludgeoning,,Knockback,Shows signs of age,30
625,Elven Bow,Weapon,5,Common,Tier 1,1,10,0,25,2,65,106,Slashing,,Lifesteal 5%,Surprisingly sturdy,10
626,Ethereal Club,Weapon,46,Uncommon,Tier 5,4,46,0,6900,11.5,230,363,Piercing,,Attack Speed +15%,Resistant to corrosion,52.9
627,Iron Mantle of Glory,Armor,49,Common,Tier 5,4,0,32,3675,11.9,209,314,,Light,,Bears a royal crest,32
628,Celestial Knife,Weapon,7,Common,Tier 1,1,10,0,35,2.2,83,134,Bludgeoning,,,One of a kind,10
629,Arcane Knife of Valor,Weapon,39,Epic,Tier 4,3,48,0,15600,11.1,284,468,Bludgeoning,,Vampiric,Marked with runes,76.8
630,Dark Greatsword,Weapon,7,Uncommon,Tier 1,1,12,0,70,2.5,138,167,Piercing,,Critical +20%,Decorated with jewels,13.8
631,Void Stiletto,Weapon,33,Rare,Tier 4,3,41,0,5940,9.5,373,408,Piercing,,Lifesteal 10%,Shows signs of age,55.4
632,Shadow Gloves,Armor,36,Rare,Tier 4,3,0,32,6480,10.9,329,390,,Medium,+50 Health,A reliable piece of equipment,43.2
633,Steel Robe of Absorption,Armor,12,Common,Tier 2,1.5,0,12,120,4,88,140,,Light,Fire Resist 50%,Masterwork quality,12
634,Enchanted Crossbow of Balance,Weapon,6,Common,Tier 1,1,10,0,30,2.1,77,80,Piercing,,+5 Poison Damage,Decorated with jewels,10
635,Iron Halberd,Weapon,39,Uncommon,Tier 4,3,35,0,3120,9.2,217,318,Bludgeoning,,Soul Eater,Decorated with jewels,40.3
636,Spectral Shortsword of the Phoenix,Weapon,6,Common,Tier 1,1,10,0,30,2.1,71,105,Bludgeoning,,Attack Speed +15%,Once wielded by a hero,10
637,Studded Crown,Armor,21,Rare,Tier 3,2.2,0,24,1890,7.7,318,327,,Medium,Ice Resist 25%,Crafted with care,32.4
638,Arcane Vest,Armor,25,Common,Tier 3,2.2,0,18,500,6.5,180,182,,Light,Poison Resist 50%,Whispers of ancient magic,18
639,Enchanted Shortsword of Fire,Weapon,49,Epic,Tier 5,4,64,0,36750,14.5,408,539,Slashing,,+5 Lightning Damage,Never dulls,102.4
640,Toxic Dirk of Might,Weapon,43,Rare,Tier 5,4,54,0,14513,12.4,345,386,Slashing,,Ignore Dodge,Legendary artifact of power,72.9
641,Enchanted Pike,Weapon,45,Rare,Tier 5,4,54,0,15188,12.6,308,398,Slashing,,+10 Lightning Damage,Whispers of ancient magic,72.9
642,Silver Katana,Weapon,14,Common,Tier 2,1.5,15,0,140,3.7,109,122,Piercing,,Attack Speed +5%,Surprisingly lightweight,15
643,Studded Shoulders of Protection,Armor,9,Uncommon,Tier 1,1,0,9,90,3,137,185,,Heavy,+25 Mana,Fitted for comfort,10.4
644,Oblivion,Weapon,40,Legendary,Tier 4,3,60,0,40000,13,393,587,Slashing,,+10 Fire Damage,Surprisingly lightweight,120
645,Crystal Sword,Weapon,1,Uncommon,Tier 1,1,12,0,10,1.9,75,112,Slashing,,+5 Ice Damage,Surprisingly sturdy,13.8
646,Dark Shield of the Paladin,Armor,31,Epic,Tier 4,3,0,38,12400,12,377,456,,Light,Mana Regen +10,Masterwork quality,60.8
647,Adamant Scepter of Doom,Weapon,46,Epic,Tier 5,4,64,0,34500,14.2,464,527,Piercing,,Cannot be Blocked,Forged by skilled hands,102.4
648,Thunder Longbow,Weapon,31,Rare,Tier 4,3,41,0,5580,9.3,344,382,Bludgeoning,,+15 Ice Damage,One of a kind,55.4
649,Frost Spear of Doom,Weapon,18,Uncommon,Tier 2,1.5,17,0,360,4.4,153,197,Piercing,,+5 Lightning Damage,Battle-tested and true,19.6
650,Chain Tunic,Armor,36,Rare,Tier 4,3,0,32,6480,10.9,236,391,,Medium,Dodge +10%,Masterwork quality,43.2
651,Arcane Wand of Destruction,Weapon,39,Common,Tier 4,3,30,0,1560,8.4,216,293,Bludgeoning,,Splash Damage,A reliable piece of equipment,30
652,Cursed Longbow of Might,Weapon,30,Epic,Tier 3,2.2,35,0,6000,8.3,421,469,Slashing,,+5 Fire Damage,Surprisingly lightweight,56
653,Elven Pants of Honor,Armor,8,Uncommon,Tier 1,1,0,9,80,2.9,132,175,,Light,+10 Health,Recovered from a great battle,10.4
654,Dragon Scale Helm,Armor,17,Rare,Tier 2,1.5,0,16,765,5.4,247,308,,Heavy,Dodge +5%,Found in ancient ruins,21.6
655,Thunder Greatsword of Valor,Weapon,26,Rare,Tier 3,2.2,30,0,2340,7.1,253,380,Slashing,,Attack Speed +10%,Once wielded by a hero,40.5
656,Phantom Rod of Light,Weapon,49,Epic,Tier 5,4,64,0,36750,14.5,511,549,Piercing,,Vampiric,Bears a royal crest,102.4
657,Flame Halberd of Life,Weapon,41,Rare,Tier 5,4,54,0,13838,12.2,329,443,Piercing,,Soul Eater,Battle-tested and true,72.9
658,Thunder Dagger of the Void,Weapon,39,Epic,Tier 4,3,48,0,15600,11.1,477,497,Piercing,,,Crafted by master artisans,76.8
659,Obsidian Axe,Weapon,9,Uncommon,Tier 1,1,12,0,90,2.7,132,189,Bludgeoning,,+10 Fire Damage,One of a kind,13.8
660,Royal Kite Shield,Armor,23,Common,Tier 3,2.2,0,18,460,6.3,164,183,,Heavy,Magic Resist 25%,Forged in dragon fire,18
661,Celestial Cuirass,Armor,50,Common,Tier 5,4,0,32,3750,12,239,305,,Light,Lightning Resist 25%,A reliable piece of equipment,32
662,Obsidian Cape,Armor,10,Rare,Tier 1,1,0,11,225,3.6,193,206,,Light,Damage Reduction 10%,Marked with runes,14.9
663,Void Rapier,Weapon,3,Common,Tier 1,1,10,0,15,1.8,71,81,Slashing,,,Decorated with jewels,10
664,Orcish Pauldrons,Armor,27,Uncommon,Tier 3,2.2,0,20,1080,7.2,170,272,,Medium,+50 Health,Marked with runes,23
665,Golden Longsword of Order,Weapon,32,Epic,Tier 4,3,48,0,12800,10.4,409,461,Slashing,,Splash Damage,Worn by many warriors,76.8
666,Crystal Gauntlets of Warding,Armor,13,Common,Tier 2,1.5,0,12,130,4,102,142,,Medium,Health Regen +5,Blessed by the gods,12
667,Cursed Cleaver,Weapon,5,Rare,Tier 1,1,14,0,113,2.6,143,185,Piercing,,Attack Speed +10%,Battle-tested and true,18.9
668,Arcane Shield,Armor,5,Common,Tier 1,1,0,8,25,2.4,102,115,,Medium,Movement Speed +10%,Bears a royal crest,8
669,Leather Boots of the Guardian,Armor,13,Rare,Tier 2,1.5,0,16,585,5,245,248,,Light,Mana Regen +10,Blessed by the gods,21.6
670,Runic Tower Shield,Armor,27,Common,Tier 3,2.2,0,18,540,6.7,186,225,,Heavy,Magic Resist 10%,Crafted by master artisans,18
671,Spectral Shortbow of the Void,Weapon,23,Uncommon,Tier 3,2.2,25,0,920,6.1,175,223,Slashing,,Lifesteal 5%,Simple but effective,28.8
672,Flame Club,Weapon,9,Rare,Tier 1,1,14,0,203,3,227,238,Slashing,,Soul Eater,Forged by skilled hands,18.9
673,Hide Kite Shield,Armor,9,Common,Tier 1,1,0,8,45,2.7,102,107,,Light,,Forged by skilled hands,8
674,Steel Leggings,Armor,22,Uncommon,Tier 3,2.2,0,20,880,6.8,148,235,,Light,Fire Resist 50%,Whispers of ancient magic,23
675,Mythril Shortbow,Weapon,35,Common,Tier 4,3,30,0,1400,8,219,240,Bludgeoning,,Vampiric,Battle-tested and true,30
676,Arcane Bracers of the Guardian,Armor,43,Epic,Tier 5,4,0,51,32250,16.2,444,474,,Light,Fire Resist 10%,Fitted for comfort,81.6
677,Ancient Longbow of the Defender,Weapon,24,Epic,Tier 3,2.2,35,0,4800,7.7,295,383,Slashing,,Bleed Damage,Masterwork quality,56
678,Mythril Dagger,Weapon,50,Common,Tier 5,4,40,0,3750,11,241,311,Piercing,,+10 Ice Damage,Legendary artifact of power,40
679,Ethereal Gloves of the Knight,Armor,33,Rare,Tier 4,3,0,32,5940,10.6,320,326,,Medium,Movement Speed +15%,Simple but effective,43.2
680,Thunder Longsword of the Defender,Weapon,2,Common,Tier 1,1,10,0,10,1.7,95,96,Bludgeoning,,Vampiric,Imbued with magical energy,10
681,Flame Shortbow of Death,Weapon,29,Rare,Tier 3,2.2,30,0,2610,7.4,351,362,Bludgeoning,,+20 Ice Damage,Masterwork quality,40.5
682,Enchanted Axe,Weapon,44,Uncommon,Tier 5,4,46,0,6600,11.3,202,325,Slashing,,+20 Ice Damage,Worn by many warriors,52.9
683,Frost Dirk,Weapon,29,Common,Tier 3,2.2,22,0,580,6.2,220,232,Slashing,,Armor Penetration +10%,Legendary artifact of power,22
684,Light Stiletto,Weapon,30,Uncommon,Tier 3,2.2,25,0,1200,6.8,278,286,Slashing,,Attack Speed +15%,Decorated with jewels,28.8
685,Elven Cleaver of Shadows,Weapon,50,Epic,Tier 5,4,64,0,37500,14.6,313,516,Piercing,,,Glows with inner light,102.4
686,Frost Hatchet,Weapon,12,Rare,Tier 2,1.5,20,0,540,4.2,177,289,Bludgeoning,,Critical +20%,Recovered from a great battle,27
687,Royal Chestplate,Armor,2,Common,Tier 1,1,0,8,10,2.2,36,60,,Medium,Block Chance +15%,Surprisingly lightweight,8
688,Thunder War Axe,Weapon,40,Common,Tier 4,3,30,0,1600,8.5,290,293,Slashing,,Attack Speed +10%,Marked with runes,30
689,Dragon Longsword,Weapon,41,Uncommon,Tier 5,4,46,0,6150,11,283,332,Piercing,,Cannot be Blocked,Whispers of ancient magic,52.9
690,Dark Crossbow of Chaos,Weapon,33,Uncommon,Tier 4,3,35,0,2640,8.6,205,302,Bludgeoning,,Lifesteal 5%,Masterwork quality,40.3
691,Ethereal Chestplate,Armor,35,Rare,Tier 4,3,0,32,6300,10.8,248,412,,Medium,Dodge +5%,Crafted with care,43.2
692,Thunder Spear,Weapon,50,Uncommon,Tier 5,4,46,0,7500,11.9,291,397,Slashing,,+15 Ice Damage,Recovered from a great battle,52.9
693,Elven Knife,Weapon,49,Uncommon,Tier 5,4,46,0,7350,11.8,286,366,Piercing,,+20 Fire Damage,Holds mysterious power,52.9
694,Phantom Cleaver,Weapon,16,Uncommon,Tier 2,1.5,17,0,320,4.2,174,199,Slashing,,Double Strike 5%,Shows signs of age,19.6
695,Iron Sabatons of the Protector,Armor,2,Uncommon,Tier 1,1,0,9,20,2.4,125,143,,Heavy,Fire Resist 10%,Found in ancient ruins,10.4
696,Cursed Greatsword of Fire,Weapon,27,Uncommon,Tier 3,2.2,25,0,1080,6.5,212,282,Bludgeoning,,+15 Fire Damage,Simple but effective,28.8
697,Holy Crossbow,Weapon,46,Common,Tier 5,4,40,0,3450,10.6,231,284,Piercing,,,Crafted with care,40
698,Shadow Pike,Weapon,48,Uncommon,Tier 5,4,46,0,7200,11.7,321,340,Piercing,,+10 Poison Damage,Legendary artifact of power,52.9
699,Light Breastplate,Armor,18,Common,Tier 2,1.5,0,12,180,4.4,123,170,,Heavy,+50 Mana,One of a kind,12
700,Arcane Halberd,Weapon,13,Common,Tier 2,1.5,15,0,130,3.6,108,162,Bludgeoning,,+20 Ice Damage,Perfectly balanced,15
701,Silver Pike,Weapon,42,Common,Tier 5,4,40,0,3150,10.2,271,274,Slashing,,Armor Penetration +10%,Rumored to be cursed,40
702,Ancient Bracers,Armor,13,Common,Tier 2,1.5,0,12,130,4,95,115,,Light,Fire Resist 10%,Shows signs of age,12
703,Celestial Chestplate of Absorption,Armor,30,Epic,Tier 3,2.2,0,28,6000,9.4,351,425,,Heavy,Aura: +5 Defense to Allies,Holds mysterious power,44.8
704,Arcane Battleaxe of Ice,Weapon,33,Uncommon,Tier 4,3,35,0,2640,8.6,241,294,Bludgeoning,,+50 Mana on Kill,Holds mysterious power,40.3
705,Spectral Shortsword of Death,Weapon,3,Common,Tier 1,1,10,0,15,1.8,84,114,Bludgeoning,,+15 Lightning Damage,Once wielded by a hero,10
706,Demon Scepter,Weapon,17,Rare,Tier 2,1.5,20,0,765,4.7,239,263,Piercing,,Soul Eater,Holds mysterious power,27
707,Frost Knife,Weapon,7,Common,Tier 1,1,10,0,35,2.2,63,104,Bludgeoning,,Extra Damage vs Demons,Shows signs of age,10
708,Blessed Bow,Weapon,27,Uncommon,Tier 3,2.2,25,0,1080,6.5,165,258,Bludgeoning,,Attack Speed +15%,Never dulls,28.8
709,Studded Pants,Armor,26,Rare,Tier 3,2.2,0,24,2340,8.1,283,331,,Heavy,,Forged by skilled hands,32.4
710,Crystal Stiletto,Weapon,24,Uncommon,Tier 3,2.2,25,0,960,6.2,184,252,Piercing,,+20 Ice Damage,Rumored to be cursed,28.8
711,Leather Helmet,Armor,43,Common,Tier 5,4,0,32,3225,11.4,235,282,,Heavy,Block Chance +15%,Surprisingly lightweight,32
712,Ancient Sabatons,Armor,10,Rare,Tier 1,1,0,11,225,3.6,205,234,,Light,Mana Regen +10,Forged in dragon fire,14.9
713,Dark Rapier of Doom,Weapon,2,Common,Tier 1,1,10,0,10,1.7,64,85,Piercing,,+25 Health on Kill,Found in ancient ruins,10
714,Spectral Longbow of Speed,Weapon,12,Rare,Tier 2,1.5,20,0,540,4.2,286,300,Bludgeoning,,,Fitted for comfort,27
715,Apocalypse,Weapon,49,Legendary,Tier 5,4,80,0,91875,16.9,607,692,Piercing,,+5 Fire Damage,Resistant to corrosion,160
716,Ultimate Pants,Armor,45,Legendary,Tier 5,4,0,64,84375,19.6,686,737,,Light,Health Regen +10,Imbued with magical energy,128
717,Golden Morning Star,Weapon,29,Uncommon,Tier 3,2.2,25,0,1160,6.7,282,293,Bludgeoning,,+15 Fire Damage,Shows signs of age,28.8
718,Light Scimitar,Weapon,41,Common,Tier 5,4,40,0,3075,10.1,182,258,Bludgeoning,,Banishes Undead,Bears a royal crest,40
719,Holy Katana of the Ancients,Weapon,22,Uncommon,Tier 3,2.2,25,0,880,6,176,213,Slashing,,Critical +10%,Perfectly balanced,28.8
720,Spectral Wand of Destruction,Weapon,5,Legendary,Tier 1,1,20,0,625,3.5,393,406,Piercing,,Lifesteal 10%,Holds mysterious power,40
721,Spectral Spear,Weapon,48,Common,Tier 5,4,40,0,3600,10.8,284,326,Piercing,,+20 Fire Damage,Simple but effective,40
722,Light Club of the Storm,Weapon,44,Epic,Tier 5,4,64,0,33000,14,345,560,Slashing,,Splash Damage,Worn by many warriors,102.4
723,Worn Greaves,Armor,15,Common,Tier 2,1.5,0,12,150,4.2,139,164,,Heavy,,Resistant to corrosion,12
724,Light Robe,Armor,29,Common,Tier 3,2.2,0,18,580,6.8,217,237,,Light,Magic Resist 25%,Whispers of ancient magic,18
725,Demon Hide Sabatons,Armor,24,Uncommon,Tier 3,2.2,0,20,960,6.9,213,262,,Light,Ice Resist 25%,Decorated with jewels,23
726,Spectral Wand,Weapon,27,Uncommon,Tier 3,2.2,25,0,1080,6.5,179,256,Bludgeoning,,+5 Lightning Damage,Simple but effective,28.8
727,Thunder Axe,Weapon,4,Common,Tier 1,1,10,0,20,1.9,97,102,Bludgeoning,,Attack Speed +10%,Once wielded by a hero,10
728,Light War Axe,Weapon,26,Common,Tier 3,2.2,22,0,520,5.9,190,203,Piercing,,+5 Ice Damage,Surprisingly sturdy,22
729,Thunder Sword of Destruction,Weapon,41,Uncommon,Tier 5,4,46,0,6150,11,315,354,Bludgeoning,,Banishes Undead,Once wielded by a hero,52.9
730,Thunder Knife,Weapon,15,Uncommon,Tier 2,1.5,17,0,300,4.1,182,189,Piercing,,+15 Fire Damage,Imbued with magical energy,19.6
731,Light Pants,Armor,46,Rare,Tier 5,4,0,43,15525,14.4,400,440,,Heavy,+25 Health,Rumored to be cursed,58.1
732,Dragon Rapier,Weapon,49,Rare,Tier 5,4,54,0,16538,13,445,447,Bludgeoning,,+5 Ice Damage,Decorated with jewels,72.9
733,Void Rapier of Wisdom,Weapon,1,Common,Tier 1,1,10,0,5,1.6,50,61,Piercing,,+20 Fire Damage,Rumored to be cursed,10
734,Demon Katana,Weapon,35,Uncommon,Tier 4,3,35,0,2800,8.8,184,284,Piercing,,+5 Lightning Damage,Marked with runes,40.3
735,Celestial Robe of Absorption,Armor,45,Rare,Tier 5,4,0,43,15188,14.4,296,425,,Medium,Fire Resist 50%,Forged in dragon fire,58.1
736,Arcane Longsword of the Ancients,Weapon,3,Common,Tier 1,1,10,0,15,1.8,64,74,Bludgeoning,,Splash Damage,Marked with runes,10
737,Cursed Helm of Absorption,Armor,24,Epic,Tier 3,2.2,0,28,4800,8.9,286,401,,Heavy,Mana Regen +5,Legendary artifact of power,44.8
738,Blessed Dagger of Strength,Weapon,46,Epic,Tier 5,4,64,0,34500,14.2,434,489,Bludgeoning,,+5 Lightning Damage,Bears a royal crest,102.4
739,Ancient Robe,Armor,12,Common,Tier 2,1.5,0,12,120,4,108,115,,Light,Cannot be Disarmed,Decorated with jewels,12
740,Thunder Spear,Weapon,17,Uncommon,Tier 2,1.5,17,0,340,4.3,173,223,Piercing,,,Decorated with jewels,19.6
741,Scale Circlet,Armor,32,Rare,Tier 4,3,0,32,5760,10.6,410,410,,Medium,Damage Reduction 10%,Surprisingly sturdy,43.2
742,Phantom Sword,Weapon,24,Common,Tier 3,2.2,22,0,480,5.7,173,214,Bludgeoning,,+25 Health on Kill,Crafted with care,22
743,Mythril Morning Star of Death,Weapon,32,Epic,Tier 4,3,48,0,12800,10.4,323,471,Slashing,,Knockback,Marked with runes,76.8
744,Enchanted Spear of Strength,Weapon,13,Rare,Tier 2,1.5,20,0,585,4.3,258,313,Bludgeoning,,Soul Eater,Surprisingly lightweight,27
745,Shadow Wand,Weapon,29,Common,Tier 3,2.2,22,0,580,6.2,171,224,Slashing,,+10 Lightning Damage,Bears a royal crest,22
746,Royal Cape,Armor,14,Uncommon,Tier 2,1.5,0,14,280,4.6,144,192,,Heavy,Damage Reduction 5%,Simple but effective,16.1
747,Divine Bracers,Armor,44,Legendary,Tier 5,4,0,64,82500,19.5,717,768,,Medium,+10 Mana,Recovered from a great battle,128
748,Orcish Helmet of Fortitude,Armor,37,Uncommon,Tier 4,3,0,28,2960,10,218,301,,Medium,Immune to Stun,Crafted with care,32.2
749,Thunder Sword,Weapon,36,Uncommon,Tier 4,3,35,0,2880,8.9,279,323,Slashing,,Armor Penetration +10%,A reliable piece of equipment,40.3
750,Holy Gloves,Armor,20,Uncommon,Tier 2,1.5,0,14,400,5.1,247,249,,Light,Thorns Damage,Forged by skilled hands,16.1
751,Arcane Tunic,Armor,5,Uncommon,Tier 1,1,0,9,50,2.7,103,139,,Medium,+50 Health,Once wielded by a hero,10.4
752,Phantom Longsword of Protection,Weapon,10,Rare,Tier 1,1,14,0,225,3.1,176,208,Bludgeoning,,,Blessed by the gods,18.9
753,Obsidian Axe,Weapon,1,Uncommon,Tier 1,1,12,0,10,1.9,94,138,Bludgeoning,,Extra Damage vs Demons,Never dulls,13.8
754,Studded Cap,Armor,46,Rare,Tier 5,4,0,43,15525,14.4,308,420,,Medium,Ice Resist 50%,Fitted for comfort,58.1
755,Void Rod of Shadows,Weapon,28,Uncommon,Tier 3,2.2,25,0,1120,6.6,242,276,Bludgeoning,,Critical +10%,Simple but effective,28.8
756,Elven Halberd,Weapon,29,Uncommon,Tier 3,2.2,25,0,1160,6.7,212,291,Slashing,,Cannot be Blocked,Forged by skilled hands,28.8
757,Runic Tower Shield,Armor,2,Rare,Tier 1,1,0,11,45,2.9,142,201,,Medium,+50 Mana,A reliable piece of equipment,14.9
